"ID","NORTHING","EASTING","ELEVATION","START_DATE","END_DATE"
245166,189100,530000,36,"01-01-1961 00:00:00","30-09-1990 00:00:00"
246187,184500,529600,37,"01-01-1961 00:00:00","31-05-1969 00:00:00"
246246,182600,528300,39,"01-01-1961 00:00:00","31-07-1974 00:00:00"
246261,179332,528717,11,"01-01-1961 00:00:00","30-09-2012 00:00:00"
246262,180081,529808,5,"01-03-1992 00:00:00","30-09-2024 00:00:00"
246263,180081,529808,5,"01-01-1961 00:00:00","31-08-2008 00:00:00"
246277,178100,528600,5,"01-02-1961 00:00:00","28-02-1978 00:00:00"
246327,180100,525900,25,"01-01-1961 00:00:00","31-03-1978 00:00:00"
246356,177845,527687,6,"01-01-1961 00:00:00","31-12-2019 00:00:00"
246411,181600,523600,37,"01-01-1975 00:00:00","30-09-1986 00:00:00"
246424,179500,524600,21,"01-01-1961 00:00:00","28-02-1987 00:00:00"
246429,180100,525000,42,"01-01-1961 00:00:00","29-09-1984 00:00:00"
246443,177300,525900,4,"01-01-1961 00:00:00","30-06-1971 00:00:00"
246459,176400,524100,5,"01-01-1962 00:00:00","28-02-1986 00:00:00"
246468,178200,523200,6,"01-01-1961 00:00:00","31-03-1973 00:00:00"
246481,179700,521200,7,"01-01-1961 00:00:00","30-09-1990 00:00:00"
246488,177700,521000,8,"01-01-1961 00:00:00","31-03-1978 00:00:00"
246509,181800,520500,29,"01-01-1961 00:00:00","30-06-1989 00:00:00"
246535,181600,518300,46,"01-06-1977 00:00:00","31-07-1991 00:00:00"
246544,178000,518700,6,"01-01-1961 00:00:00","31-05-1984 00:00:00"
246578,195600,524600,90,"01-01-1954 00:00:00","31-08-1967 00:00:00"
246588,194200,525900,70,"01-01-1961 00:00:00","30-06-1976 00:00:00"
246627,191700,523100,78,"01-01-1961 00:00:00","31-03-1987 00:00:00"
246660,188300,525700,79,"01-01-1961 00:00:00","30-11-1973 00:00:00"
246668,190200,525200,87,"01-01-1961 00:00:00","31-08-1990 00:00:00"
246690,186204,526260,137,"01-01-1910 00:00:00","28-02-2010 00:00:00"
246691,186204,526260,137,"01-03-2010 00:00:00","30-06-2016 00:00:00"
246692,187060,525660,94,"01-01-1961 00:00:00","28-02-2013 00:00:00"
246700,187500,523900,48,"01-01-1961 00:00:00","28-02-1978 00:00:00"
246719,192000,515900,86,"01-01-1961 00:00:00","31-12-1971 00:00:00"
246733,191800,518000,70,"01-11-1973 00:00:00","30-09-1991 00:00:00"
246738,191100,518900,55,"01-01-1961 00:00:00","30-09-1973 00:00:00"
246778,193600,519000,83,"01-06-1985 00:00:00","31-12-1990 00:00:00"
246784,193200,518900,70,"01-01-1961 00:00:00","28-02-1978 00:00:00"
246845,187400,521300,49,"01-01-1980 00:00:00","30-06-1988 00:00:00"
246847,187000,520800,42,"01-01-1961 00:00:00","31-12-2003 00:00:00"
246850,189054,519770,50,"01-03-1976 00:00:00","30-09-2024 00:00:00"
246852,187400,520700,47,"01-01-1961 00:00:00","30-11-1967 00:00:00"
246860,192000,515300,98,"01-02-1972 00:00:00","31-12-1987 00:00:00"
246871,189200,515700,53,"01-01-1961 00:00:00","31-10-1962 00:00:00"
246880,188500,515800,57,"01-02-1966 00:00:00","30-09-1971 00:00:00"
246925,188300,515600,61,"01-01-1961 00:00:00","31-12-1963 00:00:00"
246956,186600,519700,57,"01-01-1961 00:00:00","31-08-1969 00:00:00"
246970,185700,522800,41,"01-03-1976 00:00:00","31-05-1987 00:00:00"
246991,184200,522600,59,"01-01-1961 00:00:00","30-11-1989 00:00:00"
247003,184800,520400,30,"01-01-1906 00:00:00","31-10-1975 00:00:00"
247050,181800,518100,63,"01-01-1961 00:00:00","30-04-1964 00:00:00"
247060,181900,517000,37,"01-01-1961 00:00:00","30-09-1976 00:00:00"
247077,182100,515100,16,"01-10-1961 00:00:00","31-01-1975 00:00:00"
247095,185800,515300,58,"01-01-1961 00:00:00","31-12-1962 00:00:00"
247099,186300,514800,90,"01-01-1961 00:00:00","31-01-1972 00:00:00"
247101,186000,514400,65,"01-01-1963 00:00:00","28-02-1990 00:00:00"
247118,181900,514400,37,"01-01-1961 00:00:00","30-04-1965 00:00:00"
247119,181500,514100,23,"01-06-1975 00:00:00","31-03-1992 00:00:00"
247138,180100,515100,11,"01-01-1961 00:00:00","31-07-1966 00:00:00"
247254,176300,513400,23,"01-04-1966 00:00:00","30-09-1972 00:00:00"
247281,189282,513065,57,"01-01-1961 00:00:00","28-02-2003 00:00:00"
247293,187500,512700,47,"01-01-1961 00:00:00","31-10-1963 00:00:00"
247302,188100,511000,53,"01-01-1964 00:00:00","31-12-1998 00:00:00"
247334,184200,508400,37,"01-01-1971 00:00:00","31-07-1977 00:00:00"
247337,183900,507400,40,"01-12-1984 00:00:00","31-10-1991 00:00:00"
247344,184494,509866,33,"01-01-1961 00:00:00","30-09-2024 00:00:00"
247345,184494,509866,33,"14-02-1995 00:00:00","30-09-2024 00:00:00"
247351,186900,514000,37,"01-01-1961 00:00:00","30-06-1970 00:00:00"
247415,181800,513000,32,"01-01-1961 00:00:00","30-06-1962 00:00:00"
247449,181300,509400,40,"01-07-1961 00:00:00","31-08-1974 00:00:00"
247450,180900,509400,37,"01-01-1961 00:00:00","31-12-1964 00:00:00"
247536,176724,507693,25,"01-01-1949 00:00:00","30-09-2024 00:00:00"
247539,176724,507693,25,"18-06-1997 00:00:00","30-09-2024 00:00:00"
247555,177300,505500,24,"01-01-1961 00:00:00","31-12-1966 00:00:00"
247570,175900,506000,23,"01-01-1961 00:00:00","31-12-2000 00:00:00"
247600,174600,510100,22,"01-08-1972 00:00:00","31-05-1993 00:00:00"
247631,175000,513600,18,"01-01-1961 00:00:00","28-02-1966 00:00:00"
247669,175308,515427,10,"01-01-1961 00:00:00","28-02-2009 00:00:00"
258519,221100,473300,107,"01-11-1968 00:00:00","31-12-1986 00:00:00"
258521,221100,472800,93,"01-03-1961 00:00:00","31-12-1986 00:00:00"
258528,219400,472500,82,"01-01-1961 00:00:00","30-09-2003 00:00:00"
258535,219500,470400,87,"01-03-1961 00:00:00","31-12-1961 00:00:00"
258540,218400,470400,75,"01-01-1961 00:00:00","31-03-1961 00:00:00"
258590,215200,469500,77,"01-11-1995 00:00:00","30-04-2002 00:00:00"
258621,219300,469200,75,"01-01-1989 00:00:00","31-01-1992 00:00:00"
258636,219100,468900,78,"01-03-1961 00:00:00","31-12-1988 00:00:00"
258673,221800,473100,96,"01-03-1961 00:00:00","31-12-1986 00:00:00"
258679,221300,471400,84,"01-01-1961 00:00:00","28-02-1970 00:00:00"
258682,220185,470872,78,"01-01-1961 00:00:00","31-12-1961 00:00:00"
258683,220185,470872,78,"01-05-2004 00:00:00","30-09-2024 00:00:00"
258695,223800,470700,91,"01-01-1961 00:00:00","31-12-1986 00:00:00"
258709,222200,470500,76,"01-04-1961 00:00:00","31-07-1980 00:00:00"
258712,222400,471500,128,"01-01-1961 00:00:00","31-12-1986 00:00:00"
258723,222300,469200,76,"01-01-1961 00:00:00","31-12-1986 00:00:00"
258727,222100,468300,89,"01-06-2001 00:00:00","30-09-2002 00:00:00"
258728,222100,468300,89,"01-11-2004 00:00:00","30-04-2005 00:00:00"
258733,220100,468900,76,"01-03-1961 00:00:00","31-10-1962 00:00:00"
258740,222200,468100,76,"01-01-1961 00:00:00","30-11-1986 00:00:00"
258741,222200,467800,75,"01-01-1961 00:00:00","31-12-1962 00:00:00"
258745,221600,467800,67,"01-05-1961 00:00:00","31-12-2000 00:00:00"
258746,221600,467800,67,"01-01-1969 00:00:00","31-12-1986 00:00:00"
261602,209089,490564,200,"01-08-2002 00:00:00","30-09-2024 00:00:00"
261604,208900,490600,198,"01-01-1961 00:00:00","31-01-1980 00:00:00"
261666,213800,493200,122,"01-01-1961 00:00:00","31-10-1999 00:00:00"
261698,219600,490700,125,"01-01-1963 00:00:00","30-11-1979 00:00:00"
261781,214200,490500,94,"01-01-1961 00:00:00","30-04-1965 00:00:00"
261849,218070,485003,83,"01-10-1999 00:00:00","30-09-2012 00:00:00"
261923,214792,479105,77,"01-02-2001 00:00:00","30-09-2024 00:00:00"
261969,208200,486100,123,"01-01-1961 00:00:00","30-09-1963 00:00:00"
261990,211500,484100,96,"01-01-1961 00:00:00","31-03-1985 00:00:00"
262104,214792,479105,77,"01-01-1961 00:00:00","30-11-1968 00:00:00"
262173,214400,479000,73,"01-05-1969 00:00:00","31-05-1999 00:00:00"
262226,220200,474800,102,"01-07-1961 00:00:00","31-12-1986 00:00:00"
262289,216100,478200,70,"01-01-1972 00:00:00","30-09-1999 00:00:00"
262453,213800,465700,183,"01-01-1961 00:00:00","30-06-1962 00:00:00"
262580,203100,482800,245,"01-11-1963 00:00:00","28-02-1969 00:00:00"
262600,202900,479800,101,"01-01-1961 00:00:00","30-03-1971 00:00:00"
262607,203700,479900,96,"01-04-1968 00:00:00","30-04-1981 00:00:00"
262613,204600,481400,111,"01-01-1961 00:00:00","31-01-1980 00:00:00"
262907,208400,476900,73,"01-11-1995 00:00:00","31-10-1997 00:00:00"
262952,197600,472690,154,"01-11-1999 00:00:00","30-09-2024 00:00:00"
263637,199600,468700,79,"01-01-1961 00:00:00","31-12-1972 00:00:00"
263709,199434,467690,87,"01-09-1981 00:00:00","30-11-2023 00:00:00"
263791,197100,472700,244,"01-01-1975 00:00:00","31-12-1985 00:00:00"
263836,195900,469600,107,"01-01-1965 00:00:00","30-11-1968 00:00:00"
263853,197220,469510,108,"01-01-1969 00:00:00","30-09-2024 00:00:00"
263914,193400,467300,113,"01-01-1961 00:00:00","31-12-1975 00:00:00"
263931,195600,468600,99,"01-01-1961 00:00:00","30-11-1970 00:00:00"
263938,195310,466444,84,"01-01-1961 00:00:00","31-05-2011 00:00:00"
264196,190100,468200,157,"01-01-1961 00:00:00","31-12-1962 00:00:00"
264302,189300,465400,134,"01-01-1961 00:00:00","31-12-1961 00:00:00"
264872,181600,464200,162,"01-01-1995 00:00:00","30-09-2002 00:00:00"
265632,176700,464300,41,"01-08-1972 00:00:00","30-09-1992 00:00:00"
265922,174047,472039,37,"01-01-1961 00:00:00","31-10-2014 00:00:00"
265923,174047,472039,37,"01-01-1997 00:00:00","31-05-2014 00:00:00"
270459,175300,476200,51,"01-01-1969 00:00:00","31-03-1970 00:00:00"
270467,176400,476700,36,"01-01-1961 00:00:00","31-03-1986 00:00:00"
272242,175150,479250,38,"01-03-2009 00:00:00","30-09-2024 00:00:00"
272940,175000,485000,42,"01-01-1961 00:00:00","31-10-1999 00:00:00"
273129,177900,479800,55,"01-01-1961 00:00:00","31-08-1975 00:00:00"
273132,177400,478500,38,"01-01-1961 00:00:00","31-10-1972 00:00:00"
273145,178900,478600,37,"01-01-1961 00:00:00","30-04-1962 00:00:00"
273189,187403,467022,210,"01-11-1995 00:00:00","30-11-2015 00:00:00"
273280,184000,467700,176,"01-01-1961 00:00:00","29-02-1980 00:00:00"
273407,182200,475700,37,"01-01-1961 00:00:00","30-04-1999 00:00:00"
273411,182700,476200,46,"01-01-1961 00:00:00","31-05-1984 00:00:00"
273466,189242,474150,120,"01-11-1995 00:00:00","30-09-2024 00:00:00"
273497,188500,469300,198,"01-01-1976 00:00:00","31-10-1982 00:00:00"
273511,188300,472300,182,"01-12-1978 00:00:00","31-08-1984 00:00:00"
273609,185500,477400,37,"01-01-1961 00:00:00","31-10-1998 00:00:00"
273622,185220,478189,32,"01-01-1961 00:00:00","30-09-2024 00:00:00"
273627,196200,475200,235,"01-02-1972 00:00:00","31-10-1988 00:00:00"
273711,193800,475400,213,"01-07-1983 00:00:00","30-09-1984 00:00:00"
273824,183900,480500,30,"01-10-1961 00:00:00","31-07-1981 00:00:00"
273942,187200,483300,91,"01-01-1961 00:00:00","31-07-1967 00:00:00"
273992,182900,482300,43,"01-01-1961 00:00:00","29-02-1992 00:00:00"
274033,186500,486500,28,"01-01-1980 00:00:00","30-06-1985 00:00:00"
274055,189300,484300,79,"01-01-1961 00:00:00","31-01-1972 00:00:00"
274100,187500,487500,28,"01-04-1968 00:00:00","31-03-2003 00:00:00"
274134,188143,489159,35,"01-01-1964 00:00:00","30-04-1995 00:00:00"
274178,197147,474596,242,"01-08-2002 00:00:00","30-09-2024 00:00:00"
274227,195500,480300,165,"01-01-1961 00:00:00","31-07-1964 00:00:00"
274267,196200,479100,191,"01-11-1969 00:00:00","30-09-1994 00:00:00"
274318,198790,482590,204,"02-11-1997 00:00:00","30-09-2008 00:00:00"
274319,198790,482590,204,"05-02-1996 00:00:00","31-12-2021 00:00:00"
274434,198200,485400,113,"01-11-1969 00:00:00","31-03-1979 00:00:00"
274441,199138,487077,155,"01-05-1996 00:00:00","30-09-2024 00:00:00"
274490,196400,486400,92,"01-08-1965 00:00:00","31-12-1983 00:00:00"
274500,195464,486159,135,"01-03-1996 00:00:00","31-05-2004 00:00:00"
274532,192500,487400,67,"01-01-1961 00:00:00","31-12-1963 00:00:00"
274545,192159,488298,67,"01-01-1981 00:00:00","30-06-1990 00:00:00"
274546,192159,488298,67,"01-04-2003 00:00:00","28-02-2005 00:00:00"
274668,185000,490200,27,"01-01-1961 00:00:00","31-08-1968 00:00:00"
274705,182400,490300,25,"01-01-1961 00:00:00","29-03-1976 00:00:00"
274706,182100,490700,65,"01-01-1961 00:00:00","30-11-1985 00:00:00"
274972,177800,485100,34,"01-01-1963 00:00:00","31-03-1964 00:00:00"
275052,180800,487400,55,"01-01-1961 00:00:00","31-12-1963 00:00:00"
275166,181300,488200,38,"01-01-1964 00:00:00","31-10-1999 00:00:00"
275169,180400,489300,25,"01-01-1961 00:00:00","31-12-1996 00:00:00"
275185,179500,490800,23,"01-01-1961 00:00:00","30-06-1969 00:00:00"
275289,182900,492900,55,"01-01-1961 00:00:00","31-12-1968 00:00:00"
275329,176700,494600,23,"01-12-1975 00:00:00","30-09-1990 00:00:00"
275348,177700,496800,20,"01-01-1961 00:00:00","31-01-1978 00:00:00"
275443,179518,494290,22,"01-01-1961 00:00:00","30-09-2024 00:00:00"
275493,180800,497000,27,"01-01-1961 00:00:00","31-08-1963 00:00:00"
275500,181200,497600,29,"01-09-1963 00:00:00","31-07-1975 00:00:00"
275515,179300,497000,20,"01-07-1962 00:00:00","31-08-1991 00:00:00"
275526,179100,497800,24,"01-01-1961 00:00:00","30-04-1969 00:00:00"
275529,178200,497700,20,"01-06-1971 00:00:00","31-12-1984 00:00:00"
275574,175425,497870,21,"01-01-1961 00:00:00","31-07-2023 00:00:00"
275591,174800,497800,21,"01-01-1974 00:00:00","30-09-1976 00:00:00"
275611,182200,499800,45,"01-03-1997 00:00:00","30-09-2002 00:00:00"
275643,178500,498900,24,"01-01-1964 00:00:00","31-05-1974 00:00:00"
275660,177800,500100,21,"01-01-1961 00:00:00","31-08-1991 00:00:00"
275661,175162,499348,19,"01-06-2015 00:00:00","30-09-2024 00:00:00"
275699,174100,498700,18,"01-01-1961 00:00:00","31-08-1991 00:00:00"
275774,193511,490655,167,"01-01-1961 00:00:00","30-06-2015 00:00:00"
275832,191200,493900,103,"01-02-1966 00:00:00","31-01-1974 00:00:00"
275857,192100,496500,101,"01-01-1963 00:00:00","30-04-1963 00:00:00"
275911,188400,498500,84,"01-01-1961 00:00:00","31-10-1961 00:00:00"
275973,186400,496700,91,"01-05-1962 00:00:00","31-10-1976 00:00:00"
275992,186500,500300,73,"01-01-1961 00:00:00","31-12-1969 00:00:00"
276035,183733,504096,32,"01-08-1997 00:00:00","31-01-2013 00:00:00"
276036,183733,504096,32,"01-01-1998 00:00:00","31-08-2013 00:00:00"
276177,196664,521325,103,"01-01-1998 00:00:00","31-03-2011 00:00:00"
276287,202000,525600,114,"01-01-1961 00:00:00","31-12-1963 00:00:00"
276307,201700,524100,98,"01-01-1961 00:00:00","30-06-1976 00:00:00"
276315,203685,523250,77,"01-01-1961 00:00:00","31-12-2000 00:00:00"
276316,203685,523250,77,"31-12-1997 00:00:00","30-09-2024 00:00:00"
276394,205736,519790,77,"01-01-1961 00:00:00","30-09-2000 00:00:00"
276431,207771,522046,104,"01-01-1961 00:00:00","31-12-2000 00:00:00"
276433,207300,521400,81,"01-01-1961 00:00:00","30-09-1967 00:00:00"
276537,213280,513156,128,"31-12-1920 00:00:00","31-12-1920 00:00:00"
276539,213280,513156,128,"01-02-1961 00:00:00","31-08-2008 00:00:00"
276540,213280,513156,128,"01-01-1961 00:00:00","30-06-2001 00:00:00"
276541,213280,513156,128,"30-08-2000 00:00:00","30-09-2024 00:00:00"
276649,207759,518295,80,"01-01-1961 00:00:00","30-06-2017 00:00:00"
276651,208091,519200,79,"01-12-1998 00:00:00","30-11-2005 00:00:00"
276662,206800,517600,90,"01-01-1961 00:00:00","30-09-1995 00:00:00"
276761,194061,515215,155,"01-01-1961 00:00:00","31-07-2000 00:00:00"
276784,195700,518200,107,"01-03-1971 00:00:00","31-10-1973 00:00:00"
276801,196500,519300,92,"01-01-1961 00:00:00","30-09-1994 00:00:00"
276802,196500,519400,91,"01-01-1961 00:00:00","31-12-1970 00:00:00"
276944,215800,505100,164,"01-01-1961 00:00:00","31-12-1968 00:00:00"
276955,215531,507184,119,"01-01-1969 00:00:00","30-06-1987 00:00:00"
276956,215531,507184,119,"01-01-1997 00:00:00","30-09-2024 00:00:00"
277003,214900,509000,114,"01-01-1961 00:00:00","31-07-2000 00:00:00"
277021,215293,501241,194,"01-01-1961 00:00:00","30-09-2024 00:00:00"
277295,207700,511400,132,"01-04-1963 00:00:00","31-05-1966 00:00:00"
277326,208100,515100,128,"01-01-1961 00:00:00","31-03-1993 00:00:00"
277331,206600,514600,76,"01-01-1961 00:00:00","30-09-1994 00:00:00"
277398,201700,514200,74,"01-01-1968 00:00:00","31-01-1974 00:00:00"
277406,199994,514768,90,"01-01-1982 00:00:00","31-10-1993 00:00:00"
277407,199994,514768,90,"01-01-1997 00:00:00","30-09-2024 00:00:00"
277490,201600,512300,78,"01-01-1947 00:00:00","31-08-1982 00:00:00"
277523,199300,511200,76,"01-01-1961 00:00:00","28-02-1975 00:00:00"
277551,195983,515333,85,"01-01-1963 00:00:00","31-07-2000 00:00:00"
277568,197284,515741,91,"01-07-1964 00:00:00","30-04-2007 00:00:00"
277604,195757,512034,62,"01-01-1907 00:00:00","30-04-2009 00:00:00"
277610,195800,511400,52,"01-01-1961 00:00:00","30-06-1989 00:00:00"
277670,192300,509100,70,"01-01-1961 00:00:00","31-10-1965 00:00:00"
277672,191619,509418,85,"01-07-1987 00:00:00","31-10-2015 00:00:00"
277674,192000,508200,70,"01-01-1961 00:00:00","31-12-1961 00:00:00"
277754,212600,501100,168,"01-01-1978 00:00:00","31-03-2003 00:00:00"
277777,210564,503584,104,"01-01-1974 00:00:00","31-03-2013 00:00:00"
277792,213200,499700,186,"01-01-1961 00:00:00","31-12-1973 00:00:00"
277824,211300,499600,168,"01-01-1961 00:00:00","31-12-1970 00:00:00"
277862,209200,504800,91,"01-01-1961 00:00:00","30-09-1984 00:00:00"
277924,210700,495100,130,"01-01-1961 00:00:00","30-01-1980 00:00:00"
277928,210400,495700,119,"01-01-1961 00:00:00","30-11-2003 00:00:00"
277975,208500,498900,122,"01-11-1968 00:00:00","30-11-1983 00:00:00"
277981,207800,499200,149,"01-01-1961 00:00:00","31-08-1984 00:00:00"
278016,208400,500800,158,"01-01-1961 00:00:00","31-10-1961 00:00:00"
278149,204900,506500,81,"01-01-1910 00:00:00","31-12-1957 00:00:00"
278194,202600,507300,85,"01-01-1961 00:00:00","31-03-1973 00:00:00"
278222,200700,508300,66,"01-01-1961 00:00:00","30-09-1984 00:00:00"
278237,199000,508700,58,"01-01-1963 00:00:00","30-09-1994 00:00:00"
278264,203800,500700,157,"01-01-1957 00:00:00","31-08-1967 00:00:00"
278438,206800,495100,174,"01-10-1991 00:00:00","31-10-1999 00:00:00"
278440,205500,495600,127,"01-01-1961 00:00:00","31-01-1980 00:00:00"
278450,207200,495900,171,"01-01-1961 00:00:00","30-11-1961 00:00:00"
278574,204200,489900,191,"01-01-1961 00:00:00","29-02-1972 00:00:00"
278659,199900,497700,88,"01-01-1961 00:00:00","30-06-1990 00:00:00"
278673,198600,496900,152,"01-01-1961 00:00:00","31-12-1967 00:00:00"
278739,200000,501400,139,"18-09-1992 00:00:00","30-09-1998 00:00:00"
278740,200000,501400,139,"01-08-1992 00:00:00","31-03-1997 00:00:00"
278744,200027,501688,138,"01-01-1997 00:00:00","30-09-2024 00:00:00"
278766,197700,503500,67,"01-01-1961 00:00:00","30-09-1984 00:00:00"
278796,193953,506253,48,"01-01-1961 00:00:00","30-09-2000 00:00:00"
278800,192500,507600,111,"01-01-1961 00:00:00","31-10-1967 00:00:00"
278932,192239,503792,42,"01-01-1961 00:00:00","30-09-2024 00:00:00"
279021,197053,492955,150,"01-07-2015 00:00:00","28-02-2022 00:00:00"
279031,203900,487900,148,"01-01-1961 00:00:00","30-06-1983 00:00:00"
279048,205641,484470,192,"01-01-1994 00:00:00","31-08-2008 00:00:00"
279071,202400,484800,212,"01-01-1900 00:00:00","31-12-1961 00:00:00"
279093,202900,486400,152,"01-01-1962 00:00:00","30-11-1963 00:00:00"
279140,199500,491000,113,"01-01-1961 00:00:00","30-09-1984 00:00:00"
279251,197100,496100,89,"01-01-1961 00:00:00","30-09-1984 00:00:00"
279271,196849,498868,127,"01-01-1961 00:00:00","28-02-2017 00:00:00"
279314,192500,500400,104,"01-01-1961 00:00:00","31-07-1986 00:00:00"
279336,189100,501100,57,"01-07-1992 00:00:00","31-08-2004 00:00:00"
279344,188100,500800,85,"01-01-1961 00:00:00","31-12-1962 00:00:00"
279361,187900,503300,64,"01-04-1963 00:00:00","31-10-1970 00:00:00"
279436,181800,505300,29,"01-01-1961 00:00:00","31-12-1985 00:00:00"
279478,189300,511700,52,"01-01-1961 00:00:00","30-04-1961 00:00:00"
279502,187700,509000,45,"01-01-1957 00:00:00","31-05-1991 00:00:00"
279506,191700,510100,104,"01-01-1962 00:00:00","30-11-1964 00:00:00"
